번호,야영장명,주소,화로대,부대시설,주변이용가능시설,테마환경,반려동물출입,비수기_평일_가격,비수기_주말_가격,성수기_평일_가격,성수기_주말_가격,naver_id,states
120,고성패밀리캠핑장,경상남도 고성군 상리면 상정대로 1186,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","산책로,강/물놀이,수영장,농어촌체험시설,어린이놀이시설","일출명소,액티비티,여름물놀이,걷기길",불가능,55000,72000,82000,99000,NOT_FOUND,휴업
121,(중복제거)태백고원자연휴양림 야영장,강원도 태백시 철암동 머리골길 153,개별,산책로,"계곡 물놀이,산책로",여름물놀이,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
122,홍천고인돌오토캠핑장,강원도 홍천군 화촌면 구룡령로 578-10,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","청소년체험시설,어린이놀이시설",여름물놀이,불가능,55000,72000,82000,99000,35532407,운영중
123,(중복삭제) 양양 고인돌오토캠핑장,정보없음,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
124,고향펜션캠핑,경상북도 봉화군 소천면 고선리 558-1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","계곡 물놀이,산책로","봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",가능(소형견),55000,72000,82000,99000,35188050,운영중
125,곡성 키즈글램핑,전라남도 곡성군 죽곡면 오죽로 132,개별,마트.편의점,수영장,정보없음,불가능,105000,136000,158000,189000,38473966,운영중
126,골체오름캠핑,제주도 제주시 조천읍 번영로 1648-41,개별,"전기,무선인터넷,장작판매,온수,산책로,운동시설",산책로,정보없음,불가능,40000,52000,60000,72000,38018843,운영중
127,곰섬캠핑장,충청남도 태안군 남면 신온리 903-34,개별,"전기,장작판매,온수,운동시설","산책로,수상레저,낚시,해수욕",여름물놀이,가능(소형견),45000,58000,68000,81000,1135239032,운영중
128,공간,충청북도 단양군 가곡면 남한강로 1057,정보없음,운동시설,정보없음,정보없음,가능,40000,52000,60000,72000,36873806,운영중
129,공릉관광지 캠핑장,경기도 파주시 조리읍 장곡로 218,개별,"전기,무선인터넷,온수","강/물놀이,농어촌체험시설","액티비티,가을단풍명소",불가능,45000,58000,68000,81000,38342314,운영중
130,공작산계곡 오토캠핑장,강원도 홍천군 화촌면 당무로 545,개별,"전기,산책로",정보없음,정보없음,불가능,35000,46000,52000,63000,1453064843,운영중
131,공주계곡캠핑장,충청남도 공주시 사곡면 운정길 20,개별,"전기,무선인터넷,온수,트렘폴린,놀이터,산책로,운동시설","계곡 물놀이,산책로,운동장,낚시,어린이놀이시설",여름물놀이,가능(소형견),40000,52000,60000,72000,862179228,운영중
132,공주산림휴양마을,충청남도 공주시 금학동 140-1,불가,"전기,놀이터,운동장,마트.편의점",강/물놀이,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",불가능,45000,58000,68000,81000,1467104193,운영중
133,공주한옥마을 웅진오토캠핑장,충청남도 공주시 웅진동 관광단지길 12,개별,"전기,온수,놀이터,운동시설",산책로,"가을단풍명소,걷기길",불가능,40000,52000,60000,72000,1123606135,운영중
134,관광농원 숲속의 보물나라,경기도 연천군 신서면 동내로 1359,정보없음,정보없음,정보없음,정보없음,가능,40000,52000,60000,72000,1581418942,운영중
135,광교호수공원 가족캠핑장,경기도 수원시 영통구 하동 광교호수로 57,불가,"무선인터넷,온수,놀이터",산책로,"일출명소,일몰명소,봄꽃여행,가을단풍명소,걷기길",가능(소형견),45000,58000,68000,81000,NOT_FOUND,휴업
136,광덕산 풍경캠핑장 ,충청남도 천안시 동남구 광덕면 해수길 178-56,정보없음,"전기,온수",정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
137,광릉분재예술공원 캠핑장,경기도 포천시 소홀읍 직동리 281,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
138,광릉솔개캠핑장,경기도 포천시 소흘읍 광릉수목원로779번길 120,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","산책로,강/물놀이,청소년체험시설,농어촌체험시설",정보없음,불가능,55000,72000,82000,99000,32497087,운영중
139,광릉숲 이야기 캠핑장,경기도 포천시 소흘읍 직동길 44,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","강/물놀이,농어촌체험시설","봄꽃여행,걷기길",불가능,55000,72000,82000,99000,35793954,운영중
140,광명도덕산캠핑장,경기도 광명시 밤일안로42번길 69 (하안동),개별,"전기,놀이터,운동시설",산책로,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
141,광주시민의 숲 야영장,전라남도 북구 월출동 968번지,개별,"전기,온수,놀이터",어린이놀이시설,걷기길,불가능,35000,46000,52000,63000,37069017,운영중
142,괴강국민여가캠핑장,충청북도 괴산군 괴산읍 충민로검승3길 10,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점","산책로,수영장","여름물놀이,걷기길",불가능,55000,72000,82000,99000,1309068743,운영중
143,교동아일랜드,경기도 강화군 교동면 교동남로 275,개별,"전기,온수,물놀이장,놀이터","산책로,낚시,강/물놀이",일몰명소,불가능,50000,65000,75000,90000,1620865084,운영중
144,교래생태체험장,제주도 제주시 조천읍 교래4길 20-13,개별,"전기,무선인터넷,온수,산책로,마트.편의점",정보없음,일몰명소,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
145,교래자연휴양림야영장,제주도 제주시 조천읍 남조로 2023,공동취사장,"무선인터넷,온수,물놀이장,산책로,운동장,마트.편의점","산책로,운동장,청소년체험시설,어린이놀이시설",걷기길,불가능,45000,58000,68000,81000,35424997,운영중
146,구룡레저타운야영장,강원도 원주시 소초면 치악로 3403,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",수상레저,여름물놀이,불가능,40000,52000,60000,72000,13432639,운영중
147,구룡자동차야영장(치악산국립공원),강원도 원주시 소초면 구룡마을길 14,개별,"전기,무선인터넷,온수,산책로,운동시설",계곡 물놀이,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",불가능,45000,58000,68000,81000,19444898,운영중
148,구름계곡캠핑장,경기도 가평군 북면 제령리 219-2번지,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,낚시,강/물놀이,어린이놀이시설","수상레저,낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",불가능,45000,58000,68000,81000,1201970246,운영중
149,구름포오토캠핑장,충청남도 태안군 소원면 구름포길 117,개별,"온수,운동시설",정보없음,정보없음,불가능,45000,58000,68000,81000,2042897991,운영중
150,구름포해수욕장카라반,충청남도 태안군 소원면 의항리 160-4,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설","산책로,낚시,해수욕",여름물놀이,불가능,90000,117000,135000,162000,NOT_FOUND,휴업
151,구리 토평 가족캠핑장,경기도 구리시 왕숙천로 11-140,개별,"전기,무선인터넷,온수,놀이터,산책로","수영장,청소년체험시설,어린이놀이시설",일몰명소,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
152,구마이오토캠핑장,경상북도 상주시 내서면 우서로 287-4,개별,"전기,온수,놀이터",정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
153,구만계곡 야영장,경상남도 밀양시 산내면 봉의리 213,정보없음,"전기,온수",정보없음,정보없음,가능,35000,46000,52000,63000,NOT_FOUND,휴업
154,구만동오토캠핑장,강원도 인제군 북면 만해로 221,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설,마트.편의점",계곡 물놀이,여름물놀이,불가능,35000,46000,52000,63000,35452496,운영중
155,구만산장 캠핑장,경상남도 밀양시 산내면 봉의로 223-6,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","계곡 물놀이,청소년체험시설","여름물놀이,걷기길",불가능,50000,65000,75000,90000,1847287055,운영중
156,구미캠핑장,경상북도 구미시 체육공원안길 34 (양호동),개별,"전기,장작판매,온수,놀이터,운동장,운동시설",산책로,가을단풍명소,불가능,35000,46000,52000,63000,1553268298,운영중
157,구산오토캠핑장,경상북도 울진군 기성면 구산리 산 70,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,산책로,운동시설","산책로,강/물놀이",정보없음,불가능,45000,58000,68000,81000,1498015050,운영중
158,구수곡 자연휴양림,경상북도 울진군 북면 십이령로 2721,개별,"전기,온수,물놀이장,놀이터","계곡 물놀이,산책로,낚시,어린이놀이시설","봄꽃여행,여름물놀이,가을단풍명소",불가능,45000,58000,68000,81000,21688832,운영중
159,구시포 노을 캠핑장,전라북도 고창군 구시포안길 38,개별,"전기,장작판매,온수,놀이터,산책로","산책로,운동장,수상레저,낚시,해수욕","일몰명소,수상레저,낚시,여름물놀이,걷기길",불가능,40000,52000,60000,72000,36208932,운영중
160,카라반2696,경기도 남양주시 화도읍 구암리 8-2,개별,"전기,무선인터넷,장작판매,온수,산책로","산책로,운동장,강/물놀이","수상레저,여름물놀이",불가능,85000,110000,128000,153000,1147484174,운영중
161,구천계곡야영장,경상남도 밀양시 단장면 도래재로 133-12,개별,"전기,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로,어린이놀이시설","가을단풍명소,걷기길",불가능,35000,46000,52000,63000,32333163,운영중
162,무주구천동카라반,전라북도 무주군 설천면 백련사길 20,개별,"전기,온수,운동시설","계곡 물놀이,산책로","여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",불가능,95000,124000,142000,171000,194147458,운영중
163,국립가리왕산자연휴양림,강원도 정선군 정선읍 가리왕산로 707,개별,"전기,온수,놀이터,운동장","계곡 물놀이,산책로","여름물놀이,가을단풍명소",불가능,45000,58000,68000,81000,19444773,운영중
164,국립검마산자연휴양림야영장,경상북도 영양군 수비면 검마산길 191,개별,"온수,놀이터,산책로",산책로,"봄꽃여행,가을단풍명소,걷기길",가능(소형견),40000,52000,60000,72000,32769366,운영중
165,국립검봉산자연휴양림야영장,강원도 삼척시 원덕읍 임원안길 525-145,개별,"전기,온수,놀이터,마트.편의점","계곡 물놀이,산책로",가을단풍명소,불가능,35000,46000,52000,63000,32769368,운영중
166,국립나주박물관 야외체험장,전라남도 나주시 반남면 신촌리 277,개별,"전기,온수,산책로","산책로,어린이놀이시설",정보없음,불가능,35000,46000,52000,63000,36771746,운영중
167,국립낙안민속자연휴양림야영장,전라남도 순천시 낙안면 민속마을길 1600,개별,놀이터,정보없음,정보없음,불가능,40000,52000,60000,72000,32769414,운영중
168,국립남해편백자연휴양림,경상남도 남해군 삼동면 금암로 658,개별,놀이터,"산책로,수영장","일출명소,일몰명소,가을단풍명소,겨울눈꽃명소,걷기길",불가능,40000,52000,60000,72000,21688904,운영중
169,국립두타산자연휴양림,강원도 평창군 진부면 아차골길 132,개별,"전기,놀이터,운동장,마트.편의점","계곡 물놀이,산책로","봄꽃여행,여름물놀이,가을단풍명소",불가능,40000,52000,60000,72000,32769476,운영중
170,국립미천골자연휴양림,강원도 양양군 서면 미천골길 115,개별,"놀이터,운동시설","계곡 물놀이,산책로","봄꽃여행,여름물놀이,가을단풍명소",불가능,40000,52000,60000,72000,NOT_FOUND,휴업
171,국립삼봉자연휴양림 야영장,강원도 홍천군 내면 상봉휴양길 276,개별,"놀이터,운동장","계곡 물놀이,산책로","여름물놀이,가을단풍명소",불가능,45000,58000,68000,81000,NOT_FOUND,휴업
172,국립용화산자연휴양림,강원도 춘천시 사북면 사여골길 294,개별,"전기,무선인터넷,온수,놀이터,산책로,운동장","계곡 물놀이,산책로","봄꽃여행,여름물놀이,가을단풍명소",불가능,40000,52000,60000,72000,32769768,운영중
173,국립유명산자연휴양림,경기도 가평군 설악면 가일리 산58-1,개별,"전기,온수,놀이터,산책로","계곡 물놀이,산책로","일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",불가능,45000,58000,68000,81000,1325457690,운영중
174,청태산자연휴양림캠핑장,강원도 횡성군 둔내면 청태산로 610,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,32769833,운영중
175,국립지리산 자연휴양림,경상남도 함양군 마천면 마천삼정로 1256,개별,놀이터,산책로,"봄꽃여행,가을단풍명소,걷기길",불가능,40000,52000,60000,72000,NOT_FOUND,휴업
176,국립천관산자연휴양림,전라남도 장흥군 관산읍 칠관로 842-1150,개별,"온수,놀이터","계곡 물놀이,산책로,청소년체험시설","봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",불가능,35000,46000,52000,63000,1959210315,운영중
